country,year,region,population,life_expectancy,age5_surviving,babies_per_woman,gdp_per_capita,gdp_per_day
Comoros,1958,Africa,182512,43.19,68.223,6.65,935,2.559890486
Comoros,1959,Africa,185629,43.61,67.803,6.73,967,2.647501711
Comoros,1960,Africa,188732,44.04,67.377,6.79,1026,2.809034908
Comoros,1961,Africa,191828,44.47,68.68,6.85,1013,2.773442847
Comoros,1962,Africa,194960,44.89,69.93,6.9,1079,2.954140999
Comoros,1963,Africa,198205,45.32,71.131,6.94,1278,3.498973306
Comoros,1964,Africa,201665,45.75,72.284,6.98,1342,3.674195756
Comoros,1965,Africa,205412,46.18,73.39,7,1308,3.58110883
Comoros,1966,Africa,209536,46.63,74.453,7.03,1416,3.876796715
Comoros,1967,Africa,214038,47.1,75.473,7.04,1530,4.188911704
Comoros,1968,Africa,218794,47.58,76.452,7.06,1494,4.090349076
Comoros,1969,Africa,223629,48.09,77.393,7.06,1425,3.901437372
Comoros,1970,Africa,228443,48.61,77.29,7.06,1425,3.901437372
Comoros,1971,Africa,233125,49.12,77.82,7.06,1453,3.978097194
Comoros,1972,Africa,237797,49.63,78.29,7.06,1452,3.975359343
Comoros,1973,Africa,242875,50.12,78.76,7.06,1522,4.167008898
Comoros,1974,Africa,248921,50.59,79.23,7.05,1525,4.17522245
Comoros,1975,Africa,256309,51.03,79.73,7.05,1575,4.31211499
Comoros,1976,Africa,265234,51.46,80.23,7.07,1523,4.169746749
Comoros,1977,Africa,275496,51.89,80.77,7.08,1522,4.167008898
Comoros,1978,Africa,286583,52.3,81.32,7.11,1504,4.117727584
Comoros,1979,Africa,297765,52.72,81.89,7.13,1583,4.334017796
Comoros,1980,Africa,308518,53.15,82.47,7.13,1636,4.479123888
Comoros,1981,Africa,318659,53.59,83.06,7.1,1640,4.490075291
Comoros,1982,Africa,328355,54.03,83.64,7.03,1686,4.616016427
Comoros,1983,Africa,337853,54.48,84.21,6.92,1712,4.687200548
Comoros,1984,Africa,347548,54.93,84.76,6.77,1730,4.736481862
Comoros,1985,Africa,357729,55.36,85.28,6.58,1719,4.706365503
Comoros,1986,Africa,368443,55.77,85.78,6.36,1703,4.66255989
Comoros,1987,Africa,379589,56.15,86.24,6.14,1687,4.618754278
Comoros,1988,Africa,391133,56.5,86.68,5.93,1689,4.624229979
Comoros,1989,Africa,403003,56.81,87.09,5.74,1621,4.438056126
Comoros,1990,Africa,415144,57.1,87.49,5.57,1595,4.366872005
Comoros,1991,Africa,427556,57.4,87.88,5.45,1473,4.032854209
Comoros,1992,Africa,440252,57.8,88.28,5.36,1561,4.273785079
Comoros,1993,Africa,453188,58.2,88.64,5.29,1569,4.295687885
Comoros,1994,Africa,466309,58.5,88.95,5.26,1451,3.972621492
Comoros,1995,Africa,479574,58.9,89.22,5.25,1467,4.016427105
Comoros,1996,Africa,492979,58.4,89.44,5.25,1413,3.868583162
Comoros,1997,Africa,506525,59.4,89.6,5.27,1434,3.926078029
Comoros,1998,Africa,520180,60,89.73,5.29,1416,3.876796715
Comoros,1999,Africa,533909,61.4,89.82,5.31,1407,3.852156057
Comoros,2000,Africa,547696,62.1,89.89,5.32,1391,3.808350445
Comoros,2001,Africa,561525,63,89.92,5.31,1517,4.153319644
Comoros,2002,Africa,575428,63.8,89.92,5.3,1513,4.142368241
Comoros,2003,Africa,589500,64.8,89.96,5.28,1505,4.120465435
Comoros,2004,Africa,603869,65.5,90.06,5.25,1495,4.093086927
Comoros,2005,Africa,618632,66,90.22,5.22,1498,4.101300479
Comoros,2006,Africa,633814,66.3,90.43,5.17,1499,4.10403833
Comoros,2007,Africa,649404,66.6,90.65,5.11,1472,4.030116359
Comoros,2008,Africa,665414,67.1,90.88,5.05,1440,3.942505133
Comoros,2009,Africa,681845,66.7,91.15,4.99,1431,3.917864476
Comoros,2010,Africa,698695,67.7,91.4,4.92,1426,3.904175222
Comoros,2011,Africa,715972,67.2,91.67,4.85,1427,3.906913073
Comoros,2012,Africa,733661,67.6,91.91,4.78,1435,3.92881588
Comoros,2013,Africa,751697,67.8,92.17,4.71,1450,3.969883641
Comoros,2014,Africa,769991,68,92.41,4.65,1459,3.994524298
Comoros,2015,Africa,788474,68.1,92.65,4.58,1472,4.030116359
"Congo, Dem. Rep.",1800,Africa,5163819,31.6,57.735,5.99,485,1.327857632
"Congo, Dem. Rep.",1810,Africa,5163819,31.6,57.735,5.99,505,1.382614648
"Congo, Dem. Rep.",1820,Africa,5255223,31.6,57.735,5.99,526,1.440109514
"Congo, Dem. Rep.",1830,Africa,5520718,31.6,57.735,5.99,548,1.500342231
"Congo, Dem. Rep.",1840,Africa,5897569,31.6,57.735,5.99,572,1.56605065
"Congo, Dem. Rep.",1850,Africa,6300144,31.6,57.735,5.99,596,1.631759069
"Congo, Dem. Rep.",1860,Africa,6725315,31.6,57.735,5.99,621,1.700205339
"Congo, Dem. Rep.",1870,Africa,7179175,31.6,57.735,5.99,647,1.771389459
"Congo, Dem. Rep.",1880,Africa,7661544,31.6,57.735,5.99,674,1.845311431
"Congo, Dem. Rep.",1890,Africa,8176082,31.6,57.735,5.99,703,1.924709103
"Congo, Dem. Rep.",1900,Africa,8727834,31.6,57.827,5.99,732,2.004106776
"Congo, Dem. Rep.",1910,Africa,9315190,31.6,58.484,5.99,763,2.088980151
"Congo, Dem. Rep.",1920,Africa,9945931,31.6,59.471,5.99,885,2.422997947
"Congo, Dem. Rep.",1930,Africa,10624852,31.6,60.538,5.99,1070,2.929500342
"Congo, Dem. Rep.",1940,Africa,11350117,31.6,62.264,5.99,1293,3.540041068
"Congo, Dem. Rep.",1950,Africa,12183661,39.74,70.883,5.99,1562,4.27652293
"Congo, Dem. Rep.",1951,Africa,12428829,40.07,71.144,5.99,1756,4.807665982
"Congo, Dem. Rep.",1952,Africa,12680934,40.58,71.404,5.98,1845,5.051334702
"Congo, Dem. Rep.",1953,Africa,12944393,41.06,71.661,5.98,1994,5.45927447
"Congo, Dem. Rep.",1954,Africa,13222519,41.53,71.916,5.97,2041,5.587953457
"Congo, Dem. Rep.",1955,Africa,13517519,41.97,72.169,5.97,2128,5.826146475
"Congo, Dem. Rep.",1956,Africa,13830444,42.39,72.42,5.97,2202,6.028747433
"Congo, Dem. Rep.",1957,Africa,14161242,42.79,72.668,5.98,2177,5.960301164
"Congo, Dem. Rep.",1958,Africa,14508911,43.17,72.915,5.98,2085,5.708418891
"Congo, Dem. Rep.",1959,Africa,14871771,43.54,73.159,5.99,2084,5.70568104
"Congo, Dem. Rep.",1960,Africa,15248246,43.9,73.401,6,2225,6.091718001
"Congo, Dem. Rep.",1961,Africa,15637715,44.25,73.564,6.02,1948,5.333333333
"Congo, Dem. Rep.",1962,Africa,16041247,44.61,73.725,6.03,2158,5.908281999
"Congo, Dem. Rep.",1963,Africa,16461914,44.98,73.885,6.05,2147,5.87816564
"Congo, Dem. Rep.",1964,Africa,16903899,45.36,74.045,6.07,2108,5.771389459
"Congo, Dem. Rep.",1965,Africa,17369859,45.77,74.204,6.09,2016,5.519507187
"Congo, Dem. Rep.",1966,Africa,17861860,46.2,74.362,6.11,2085,5.708418891
"Congo, Dem. Rep.",1967,Africa,18378189,46.66,74.519,6.14,1999,5.472963723
"Congo, Dem. Rep.",1968,Africa,18913177,47.14,74.675,6.16,2062,5.645448323
"Congo, Dem. Rep.",1969,Africa,19458874,47.63,74.83,6.19,2160,5.9137577
"Congo, Dem. Rep.",1970,Africa,20009902,48.13,75.19,6.21,2094,5.733059548
"Congo, Dem. Rep.",1971,Africa,20563111,48.6,75.52,6.24,2194,6.006844627
"Congo, Dem. Rep.",1972,Africa,21120996,49.05,75.86,6.27,2145,5.872689938
"Congo, Dem. Rep.",1973,Africa,21690604,49.46,76.23,6.3,2253,6.168377823
"Congo, Dem. Rep.",1974,Africa,22282079,49.83,76.58,6.33,2323,6.360027379
"Congo, Dem. Rep.",1975,Africa,22902275,50.17,76.97,6.37,2032,5.563312799
"Congo, Dem. Rep.",1976,Africa,23556784,50.49,77.36,6.4,1840,5.037645448
"Congo, Dem. Rep.",1977,Africa,24242643,50.8,77.73,6.44,1772,4.851471595
"Congo, Dem. Rep.",1978,Africa,24948113,51.11,78.1,6.49,1628,4.457221081
"Congo, Dem. Rep.",1979,Africa,25656486,51.43,78.46,6.54,1575,4.31211499
"Congo, Dem. Rep.",1980,Africa,26357407,51.76,78.8,6.59,1567,4.290212183
"Congo, Dem. Rep.",1981,Africa,27049145,52.09,79.12,6.64,1567,4.290212183
"Congo, Dem. Rep.",1982,Africa,27741104,52.41,79.43,6.69,1517,4.153319644
"Congo, Dem. Rep.",1983,Africa,28448122,52.72,79.72,6.74,1496,4.095824778
"Congo, Dem. Rep.",1984,Africa,29190679,53,79.99,6.79,1535,4.202600958
"Congo, Dem. Rep.",1985,Africa,29985665,53.28,80.23,6.85,1498,4.101300479
"Congo, Dem. Rep.",1986,Africa,30829103,53.55,80.47,6.9,1523,4.169746749
"Congo, Dem. Rep.",1987,Africa,31721541,53.81,80.7,6.96,1517,4.153319644
"Congo, Dem. Rep.",1988,Africa,32688708,54.07,80.92,7.02,1478,4.046543463
"Congo, Dem. Rep.",1989,Africa,33763056,54.31,81.15,7.08,1410,3.86036961
"Congo, Dem. Rep.",1990,Africa,34962676,54.5,81.35,7.13,1270,3.4770705
"Congo, Dem. Rep.",1991,Africa,36309209,54.4,81.57,7.18,1120,3.066392882
"Congo, Dem. Rep.",1992,Africa,37783835,54.3,81.77,7.22,963,2.636550308
"Congo, Dem. Rep.",1993,Africa,39314955,54.3,81.97,7.25,801,2.19301848
"Congo, Dem. Rep.",1994,Africa,40804011,54.3,82.17,7.27,742,2.031485284
"Congo, Dem. Rep.",1995,Africa,42183620,54,82.36,7.27,724,1.98220397
"Congo, Dem. Rep.",1996,Africa,43424997,51.8,82.59,7.25,698,1.911019849
"Congo, Dem. Rep.",1997,Africa,44558347,53.2,82.85,7.23,645,1.765913758
"Congo, Dem. Rep.",1998,Africa,45647949,53.5,83.16,7.19,622,1.70294319
"Congo, Dem. Rep.",1999,Africa,46788238,54,83.51,7.14,583,1.596167009
"Congo, Dem. Rep.",2000,Africa,48048664,54.3,83.9,7.09,531,1.453798768
"Congo, Dem. Rep.",2001,Africa,49449015,54.5,84.32,7.03,506,1.385352498
"Congo, Dem. Rep.",2002,Africa,50971407,54.7,84.76,6.96,507,1.388090349
"Congo, Dem. Rep.",2003,Africa,52602208,54.9,85.22,6.89,520,1.423682409
"Congo, Dem. Rep.",2004,Africa,54314855,55.9,85.68,6.81,539,1.475701574
"Congo, Dem. Rep.",2005,Africa,56089536,56.4,86.16,6.73,556,1.522245038
"Congo, Dem. Rep.",2006,Africa,57926840,56.8,86.65,6.64,569,1.557837098
"Congo, Dem. Rep.",2007,Africa,59834875,57.1,87.11,6.55,588,1.609856263
"Congo, Dem. Rep.",2008,Africa,61809278,57.5,87.55,6.45,607,1.661875428
"Congo, Dem. Rep.",2009,Africa,63845097,57.9,87.99,6.35,607,1.661875428
"Congo, Dem. Rep.",2010,Africa,65938712,58.4,88.39,6.25,632,1.730321697
"Congo, Dem. Rep.",2011,Africa,68087376,58.8,88.78,6.15,657,1.798767967
"Congo, Dem. Rep.",2012,Africa,70291160,59.1,89.15,6.04,685,1.875427789
"Congo, Dem. Rep.",2013,Africa,72552861,59.6,89.52,5.93,724,1.98220397
"Congo, Dem. Rep.",2014,Africa,74877030,60.1,89.83,5.83,768,2.102669405
"Congo, Dem. Rep.",2015,Africa,77266814,60.8,90.17,5.72,809,2.214921287
"Congo, Rep.",1800,Africa,314465,32.7,59.149,5.67,575,1.574264203
"Congo, Rep.",1810,Africa,314465,32.7,59.149,5.67,591,1.618069815
"Congo, Rep.",1820,Africa,320596,32.7,59.149,5.67,608,1.664613279
"Congo, Rep.",1830,Africa,338459,32.7,59.149,5.67,626,1.713894593
"Congo, Rep.",1840,Africa,363933,32.7,59.149,5.67,644,1.763175907
"Congo, Rep.",1850,Africa,391323,32.7,59.149,5.67,662,1.812457221
"Congo, Rep.",1860,Africa,420500,32.7,59.149,5.67,681,1.864476386
"Congo, Rep.",1870,Africa,451853,32.7,59.149,5.67,701,1.919233402
"Congo, Rep.",1880,Africa,485381,32.7,59.149,5.67,721,1.973990418
"Congo, Rep.",1890,Africa,521378,32.7,59.149,5.67,741,2.028747433
"Congo, Rep.",1900,Africa,560251,32.7,59.237,5.67,763,2.088980151
"Congo, Rep.",1910,Africa,601896,32.7,59.872,5.67,784,2.146475017
"Congo, Rep.",1920,Africa,646890,32.7,60.772,5.67,923,2.527036277
"Congo, Rep.",1930,Africa,695577,32.7,61.472,5.67,1163,3.184120465
"Congo, Rep.",1940,Africa,747928,32.7,62.183,5.67,1464,4.008213552
"Congo, Rep.",1950,Africa,807726,41.45,71.603,5.67,1842,5.04312115
"Congo, Rep.",1951,Africa,824129,41.81,72.962,5.67,1880,5.14715948
"Congo, Rep.",1952,Africa,841473,42.56,74.257,5.68,1918,5.25119781
"Congo, Rep.",1953,Africa,859714,43.32,75.489,5.69,1954,5.349760438
"Congo, Rep.",1954,Africa,878834,44.05,76.662,5.7,1991,5.451060917
"Congo, Rep.",1955,Africa,898832,44.78,77.779,5.72,2028,5.552361396
"Congo, Rep.",1956,Africa,919735,45.5,78.843,5.74,2063,5.648186174
"Congo, Rep.",1957,Africa,941590,46.21,79.856,5.77,2099,5.746748802
"Congo, Rep.",1958,Africa,964461,46.92,80.82,5.8,2135,5.845311431
"Congo, Rep.",1959,Africa,988433,47.6,81.17,5.84,2170,5.941136208
"Congo, Rep.",1960,Africa,1013581,48.25,81.56,5.88,2198,6.01779603
"Congo, Rep.",1961,Africa,1039966,48.88,81.98,5.92,2535,6.940451745
"Congo, Rep.",1962,Africa,1067611,49.47,82.4,5.97,2435,6.666666667
"Congo, Rep.",1963,Africa,1096502,50.04,82.77,6.01,2263,6.195756331
"Congo, Rep.",1964,Africa,1126602,50.55,83.17,6.06,2282,6.247775496
"Congo, Rep.",1965,Africa,1157905,51.02,83.61,6.1,2329,6.376454483
"Congo, Rep.",1966,Africa,1190361,51.45,84.06,6.14,2411,6.600958248
"Congo, Rep.",1967,Africa,1224041,51.84,84.5,6.17,2642,7.23340178
"Congo, Rep.",1968,Africa,1259190,52.21,84.91,6.21,2825,7.734428474
"Congo, Rep.",1969,Africa,1296137,52.54,85.3,6.24,3057,8.369609856
"Congo, Rep.",1970,Africa,1335090,52.85,85.69,6.26,3348,9.166324435
"Congo, Rep.",1971,Africa,1376189,53.14,86.05,6.28,3545,9.70568104
"Congo, Rep.",1972,Africa,1419305,53.42,86.43,6.3,3584,9.812457221
"Congo, Rep.",1973,Africa,1464052,53.69,86.78,6.31,4082,11.17590691
"Congo, Rep.",1974,Africa,1509880,53.94,87.07,6.32,3930,10.75975359
"Congo, Rep.",1975,Africa,1556406,54.2,87.37,6.33,3784,10.36002738
"Congo, Rep.",1976,Africa,1603446,54.45,87.67,6.32,3852,10.54620123
"Congo, Rep.",1977,Africa,1651134,54.71,87.95,6.3,3469,9.497604381
"Congo, Rep.",1978,Africa,1699781,54.97,88.23,6.27,3576,9.790554415
"Congo, Rep.",1979,Africa,1749859,55.22,88.53,6.23,3869,10.5927447
"Congo, Rep.",1980,Africa,1801688,55.45,88.81,6.18,4238,11.60301164
"Congo, Rep.",1981,Africa,1855391,55.65,89.09,6.11,4993,13.67008898
"Congo, Rep.",1982,Africa,1910800,55.81,89.38,6.04,5995,16.41341547
"Congo, Rep.",1983,Africa,1967596,55.93,89.68,5.95,6153,16.84599589
"Congo, Rep.",1984,Africa,2025320,55.98,89.98,5.86,6414,17.56057495
"Congo, Rep.",1985,Africa,2083648,55.94,90.25,5.77,6166,16.88158795
"Congo, Rep.",1986,Africa,2142529,55.79,90.47,5.68,5586,15.2936345
"Congo, Rep.",1987,Africa,2202106,55.54,90.63,5.59,5448,14.91581109
"Congo, Rep.",1988,Africa,2262496,55.21,90.72,5.5,5398,14.77891855
"Congo, Rep.",1989,Africa,2323890,54.78,90.72,5.42,5350,14.64750171
"Congo, Rep.",1990,Africa,2386467,54.3,90.64,5.35,5264,14.41204654
"Congo, Rep.",1991,Africa,2450125,54.4,90.48,5.29,5249,14.37097878
"Congo, Rep.",1992,Africa,2514907,54.4,90.26,5.24,5248,14.36824093
"Congo, Rep.",1993,Africa,2581306,53.5,89.98,5.2,5062,13.85900068
"Congo, Rep.",1994,Africa,2649964,53.2,89.62,5.17,4659,12.75564682
"Congo, Rep.",1995,Africa,2721277,52.6,89.23,5.15,4715,12.90896646
"Congo, Rep.",1996,Africa,2795903,52.2,88.81,5.15,4782,13.09240246
"Congo, Rep.",1997,Africa,2873638,46.3,88.4,5.14,4618,12.64339493
"Congo, Rep.",1998,Africa,2953011,49.9,88.07,5.14,4657,12.75017112
"Congo, Rep.",1999,Africa,3031969,51.6,87.86,5.14,4413,12.08213552
"Congo, Rep.",2000,Africa,3109269,52.5,87.84,5.13,4623,12.65708419
"Congo, Rep.",2001,Africa,3183883,53.5,88.03,5.13,4680,12.81314168
"Congo, Rep.",2002,Africa,3256867,54.3,88.44,5.13,4778,13.08145106
"Congo, Rep.",2003,Africa,3331564,55,89.02,5.13,4702,12.8733744
"Congo, Rep.",2004,Africa,3412592,55.8,89.71,5.12,4745,12.99110198
"Congo, Rep.",2005,Africa,3503086,56.7,90.47,5.12,4978,13.62902122
"Congo, Rep.",2006,Africa,3604595,57.8,91.26,5.11,5138,14.06707734
"Congo, Rep.",2007,Africa,3715665,58.3,92.01,5.11,4905,13.42915811
"Congo, Rep.",2008,Africa,3832771,58.8,92.74,5.1,5022,13.74948665
"Congo, Rep.",2009,Africa,3950786,59.8,93.39,5.09,5236,14.33538672
"Congo, Rep.",2010,Africa,4066078,60.4,93.94,5.07,5533,15.14852841
"Congo, Rep.",2011,Africa,4177435,60.9,94.39,5.05,5569,15.24709103
"Congo, Rep.",2012,Africa,4286188,61.3,94.74,5.01,5631,15.41683778
"Congo, Rep.",2013,Africa,4394334,61.5,95.04,4.97,5680,15.55099247
"Congo, Rep.",2014,Africa,4504962,61.5,95.29,4.92,5905,16.1670089
"Congo, Rep.",2015,Africa,4620330,61.5,95.5,4.86,6220,17.0294319
Costa Rica,1800,America,51987,30.21,55.888,6.93,775,2.12183436
Costa Rica,1810,America,57584,30.21,55.888,6.93,776,2.124572211
Costa Rica,1820,America,63375,30.21,55.888,6.93,777,2.127310062
Costa Rica,1830,America,72046,30.21,55.888,6.93,869,2.379192334
Costa Rica,1840,America,85915,30.21,55.888,6.93,972,2.661190965
Costa Rica,1850,America,100882,30.21,55.888,6.93,1087,2.976043806
Costa Rica,1860,America,115687,30.21,55.888,6.93,1215,3.326488706
Costa Rica,1870,America,138409,30.21,55.888,6.93,1359,3.72073922
Costa Rica,1880,America,172749,30.21,55.888,6.93,1520,4.161533196
Costa Rica,1890,America,227054,30.61,56.421,6.91,1699,4.651608487
Costa Rica,1900,America,297910,34.7,61.717,7.02,1900,5.201916496
Costa Rica,1910,America,359202,35.1,62.791,7.29,2125,5.817932923
Costa Rica,1920,America,420818,35.1,63.676,6.72,2376,6.50513347
Costa Rica,1930,America,550462,42.2,72.1,6.79,2401,6.57357974
Costa Rica,1940,America,726617,46.9,77.202,6.8,2626,7.189596167
Costa Rica,1950,America,959489,56.29,85.107,6.55,2948,8.07118412
Costa Rica,1951,America,986159,56.6,85.366,6.59,2933,8.030116359
Costa Rica,1952,America,1015875,57.19,85.838,6.68,3179,8.703627652
Costa Rica,1953,America,1048222,57.79,86.247,6.77,3542,9.697467488
Costa Rica,1954,America,1082879,58.38,86.738,6.86,3449,9.442847365
Costa Rica,1955,America,1119619,58.98,87.235,6.95,3709,10.15468857
Costa Rica,1956,America,1158318,59.57,87.69,7.05,3472,9.505817933
Costa Rica,1957,America,1198946,60.17,88.129,7.14,3633,9.94661191
Costa Rica,1958,America,1241550,60.77,88.552,7.22,3936,10.7761807
Costa Rica,1959,America,1286229,61.37,88.96,7.28,3929,10.75701574
Costa Rica,1960,America,1333042,61.97,89.353,7.31,4110,11.25256674
Costa Rica,1961,America,1381920,62.56,89.733,7.3,4123,11.2881588
Costa Rica,1962,America,1432583,63.13,90.099,7.22,4221,11.55646817
Costa Rica,1963,America,1484512,63.7,90.451,7.09,4427,12.12046543
Costa Rica,1964,America,1537035,64.26,90.792,6.89,4495,12.30663929
Costa Rica,1965,America,1589625,64.8,91.12,6.63,4749,13.00205339
Costa Rica,1966,America,1642189,65.33,91.5,6.33,4953,13.56057495
Costa Rica,1967,America,1694711,65.85,91.77,6,5094,13.94661191
Costa Rica,1968,America,1746870,66.35,91.96,5.66,5324,14.57631759
Costa Rica,1969,America,1798315,66.84,92.12,5.32,5518,15.10746064
Costa Rica,1970,America,1848873,67.34,92.36,5.01,5723,15.66872005
Costa Rica,1971,America,1898366,67.86,92.82,4.73,5933,16.24366872
Costa Rica,1972,America,1947048,68.4,93.51,4.49,6287,17.2128679
Costa Rica,1973,America,1995744,68.95,94.22,4.28,6597,18.06160164
Costa Rica,1974,America,2045580,69.53,94.82,4.11,6772,18.54072553
Costa Rica,1975,America,2097410,70.12,95.37,3.97,6725,18.41204654
Costa Rica,1976,America,2151492,70.75,95.97,3.86,6898,18.88569473
Costa Rica,1977,America,2207727,71.38,96.6,3.78,7305,20
Costa Rica,1978,America,2266153,72,97.11,3.72,7465,20.43805613
Costa Rica,1979,America,2326708,72.62,97.44,3.67,7607,20.82683094
Costa Rica,1980,America,2389309,73.2,97.62,3.62,7537,20.63518138
Costa Rica,1981,America,2454127,73.73,97.69,3.58,7190,19.68514716
Costa Rica,1982,America,2521163,74.22,97.71,3.54,6508,17.81793292
Costa Rica,1983,America,2589932,74.66,97.72,3.52,6505,17.80971937
Costa Rica,1984,America,2659772,75.04,97.76,3.49,6820,18.67214237
Costa Rica,1985,America,2730231,75.37,97.84,3.46,6683,18.29705681
Costa Rica,1986,America,2800986,75.66,97.95,3.43,6851,18.75701574
Costa Rica,1987,America,2872214,75.9,98.07,3.38,6984,19.1211499
Costa Rica,1988,America,2944560,76.14,98.17,3.32,7036,19.26351814
Costa Rica,1989,America,3018953,76.37,98.25,3.25,7253,19.85763176
Costa Rica,1990,America,3095994,76.6,98.31,3.18,7333,20.07665982
Costa Rica,1991,America,3175654,76.5,98.35,3.09,7337,20.08761123
Costa Rica,1992,America,3257463,76.6,98.39,3,7816,21.39904175
Costa Rica,1993,America,3341005,76.6,98.42,2.92,8196,22.43942505
Costa Rica,1994,America,3425692,76.7,98.45,2.84,8378,22.93771389
Costa Rica,1995,America,3510925,76.8,98.48,2.76,8495,23.25804244
Costa Rica,1996,America,3596733,76.8,98.5,2.69,8357,22.88021903
Costa Rica,1997,America,3682725,77,98.52,2.62,8603,23.55373032
Costa Rica,1998,America,3767369,77.2,98.56,2.55,9095,24.90075291
Costa Rica,1999,America,3848725,77.5,98.62,2.48,9610,26.31074606
Costa Rica,2000,America,3925450,77.7,98.7,2.41,9564,26.18480493
Costa Rica,2001,America,3996800,78,98.78,2.35,9465,25.9137577
Costa Rica,2002,America,4063208,78.2,98.84,2.28,9548,26.14099932
Costa Rica,2003,America,4125970,78.4,98.9,2.2,9972,27.30184805
Costa Rica,2004,America,4187039,78.7,98.93,2.13,10212,27.95893224
Costa Rica,2005,America,4247843,79,98.96,2.07,10629,29.10061602
Costa Rica,2006,America,4308790,79.3,98.97,2.01,11371,31.1321013
Costa Rica,2007,America,4369465,79.6,98.97,1.95,12079,33.07049966
Costa Rica,2008,America,4429506,79.8,98.97,1.91,12219,33.45379877
Costa Rica,2009,America,4488261,79.8,98.98,1.87,11914,32.61875428
Costa Rica,2010,America,4545273,79.8,98.98,1.85,12322,33.7357974
Costa Rica,2011,America,4600487,79.9,98.99,1.83,12694,34.75427789
Costa Rica,2012,America,4654148,80,98.99,1.81,13162,36.03559206
Costa Rica,2013,America,4706433,80.1,99,1.8,13427,36.76112252
Costa Rica,2014,America,4757606,80.2,99.01,1.78,13713,37.54414784
Costa Rica,2015,America,4807850,80.3,99.03,1.77,14132,38.69130732
Cote d'Ivoire,1800,Africa,1088530,31.16,57.214,6.78,812,2.223134839
Cote d'Ivoire,1810,Africa,1088530,31.16,57.214,6.78,845,2.313483915
Cote d'Ivoire,1820,Africa,1108345,31.16,57.214,6.78,880,2.409308693
Cote d'Ivoire,1830,Africa,1165948,31.16,57.214,6.78,916,2.507871321
Cote d'Ivoire,1840,Africa,1247818,31.16,57.214,6.78,953,2.6091718
Cote d'Ivoire,1850,Africa,1335437,31.16,57.214,6.78,992,2.715947981
Cote d'Ivoire,1860,Africa,1427565,31.16,57.214,6.78,1033,2.828199863
Cote d'Ivoire,1870,Africa,1526047,31.16,57.214,6.78,1075,2.943189596
Cote d'Ivoire,1880,Africa,1630846,31.16,57.214,6.78,1119,3.063655031
Cote d'Ivoire,1890,Africa,1742785,31.16,57.214,6.78,1164,3.186858316
Cote d'Ivoire,1900,Africa,1863006,31.16,57.307,6.78,1212,3.318275154
Cote d'Ivoire,1910,Africa,1991150,31.16,57.972,6.78,1261,3.452429843
Cote d'Ivoire,1920,Africa,2129255,31.16,59.003,6.78,1394,3.816563997
Cote d'Ivoire,1930,Africa,2278766,31.16,60.069,6.75,1591,4.355920602
Cote d'Ivoire,1940,Africa,2438775,31.16,61.131,6.69,1814,4.966461328
Cote d'Ivoire,1950,Africa,2630131,31.72,63.212,6.62,2067,5.659137577
Cote d'Ivoire,1951,Africa,2692657,32,63.564,6.66,2102,5.754962355
Cote d'Ivoire,1952,Africa,2758455,32.54,63.913,6.74,2138,5.853524983
Cote d'Ivoire,1953,Africa,2827844,33.1,64.259,6.81,2173,5.94934976
Cote d'Ivoire,1954,Africa,2901307,33.71,64.601,6.89,2209,6.047912389
Cote d'Ivoire,1955,Africa,2979491,34.36,64.94,6.97,2245,6.146475017
Cote d'Ivoire,1956,Africa,3063218,35.03,65.76,7.04,2281,6.245037645
Cote d'Ivoire,1957,Africa,3153472,35.75,66.56,7.12,2317,6.343600274
Cote d'Ivoire,1958,Africa,3251367,36.49,67.37,7.2,2353,6.442162902
Cote d'Ivoire,1959,Africa,3358089,37.24,68.15,7.27,2377,6.507871321
Cote d'Ivoire,1960,Africa,3474724,38,68.94,7.35,2510,6.872005476
Cote d'Ivoire,1961,Africa,3602075,38.74,69.71,7.43,2751,7.531827515
Cote d'Ivoire,1962,Africa,3740503,39.46,70.46,7.5,2651,7.258042437
Cote d'Ivoire,1963,Africa,3889859,40.17,71.19,7.57,2901,7.942505133
Cote d'Ivoire,1964,Africa,4049675,40.84,71.91,7.64,3312,9.067761807
Cote d'Ivoire,1965,Africa,4219739,41.51,72.6,7.7,3091,8.462696783
Cote d'Ivoire,1966,Africa,4400054,42.21,73.27,7.76,3291,9.01026694
Cote d'Ivoire,1967,Africa,4591238,42.93,73.94,7.81,3261,8.928131417
Cote d'Ivoire,1968,Africa,4794399,43.7,74.61,7.85,3565,9.760438056
Cote d'Ivoire,1969,Africa,5010962,44.53,75.27,7.88,3645,9.979466119
Cote d'Ivoire,1970,Africa,5241914,45.38,75.94,7.91,3798,10.39835729
Cote d'Ivoire,1971,Africa,5487594,46.27,76.64,7.93,3983,10.90485969
Cote d'Ivoire,1972,Africa,5747633,47.15,77.41,7.94,3975,10.88295688
Cote d'Ivoire,1973,Africa,6021405,48.02,78.24,7.94,4029,11.03080082
Cote d'Ivoire,1974,Africa,6307936,48.85,79.09,7.93,4020,11.00616016
Cote d'Ivoire,1975,Africa,6606395,49.63,79.97,7.92,4159,11.38672142
Cote d'Ivoire,1976,Africa,6916302,50.37,80.82,7.88,4488,12.28747433
Cote d'Ivoire,1977,Africa,7237451,51.06,81.6,7.84,4602,12.59958932
